state,year,state_fips,corporate_tax_rate,federal_tax_rate
North Carolina,1999,37,0.07,0.35
North Carolina,2000,37,0.069,0.35
North Carolina,2001,37,0.069,0.35
North Carolina,2002,37,0.069,0.35
North Carolina,2003,37,0.069,0.35
North Carolina,2004,37,0.069,0.35
North Carolina,2005,37,0.069,0.35
North Carolina,2006,37,0.069,0.35
North Carolina,2007,37,0.069,0.35
North Carolina,2008,37,0.069,0.35
North Carolina,2009,37,0.069,0.35
North Carolina,2010,37,0.069,0.35
North Dakota,1980,38,0.085,0.46
North Dakota,1981,38,0.085,0.46
North Dakota,1982,38,0.085,0.46
North Dakota,1983,38,0.105,0.46
North Dakota,1984,38,0.105,0.46
North Dakota,1985,38,0.105,0.46
North Dakota,1986,38,0.105,0.46
North Dakota,1987,38,0.105,0.4
North Dakota,1988,38,0.105,0.34
North Dakota,1989,38,0.105,0.34
North Dakota,1990,38,0.105,0.34
North Dakota,1991,38,0.105,0.34
North Dakota,1992,38,0.105,0.34
North Dakota,1993,38,0.105,0.35
North Dakota,1994,38,0.105,0.35
North Dakota,1995,38,0.105,0.35
North Dakota,1996,38,0.105,0.35
North Dakota,1997,38,0.105,0.35
North Dakota,1998,38,0.105,0.35
North Dakota,1999,38,0.105,0.35
North Dakota,2000,38,0.105,0.35
North Dakota,2001,38,0.105,0.35
North Dakota,2002,38,0.105,0.35
North Dakota,2003,38,0.105,0.35
North Dakota,2004,38,0.07,0.35
North Dakota,2005,38,0.07,0.35
North Dakota,2006,38,0.07,0.35
North Dakota,2007,38,0.065,0.35
North Dakota,2008,38,0.065,0.35
North Dakota,2009,38,0.064,0.35
North Dakota,2010,38,0.064,0.35
Ohio,1980,39,0.08,0.46
Ohio,1981,39,0.09,0.46
Ohio,1982,39,0.09,0.46
Ohio,1983,39,0.092,0.46
Ohio,1984,39,0.092,0.46
Ohio,1985,39,0.092,0.46
Ohio,1986,39,0.092,0.46
Ohio,1987,39,0.092,0.4
Ohio,1988,39,0.089,0.34
Ohio,1989,39,0.089,0.34
Ohio,1990,39,0.089,0.34
Ohio,1991,39,0.089,0.34
Ohio,1992,39,0.089,0.34
Ohio,1993,39,0.089,0.35
Ohio,1994,39,0.089,0.35
Ohio,1995,39,0.089,0.35
Ohio,1996,39,0.089,0.35
Ohio,1997,39,0.089,0.35
Ohio,1998,39,0.089,0.35
Ohio,1999,39,0.085,0.35
Ohio,2000,39,0.085,0.35
Ohio,2001,39,0.085,0.35
Ohio,2002,39,0.085,0.35
Ohio,2003,39,0.085,0.35
Ohio,2004,39,0.085,0.35
Ohio,2005,39,0.085,0.35
Ohio,2006,39,0.085,0.35
Ohio,2007,39,0.051,0.35
Ohio,2008,39,0.034,0.35
Ohio,2009,39,0.017,0.35
Ohio,2010,39,0,0.35
Oklahoma,1980,40,0.04,0.46
Oklahoma,1981,40,0.06,0.46
Oklahoma,1982,40,0.06,0.46
Oklahoma,1983,40,0.06,0.46
Oklahoma,1984,40,0.06,0.46
Oklahoma,1985,40,0.06,0.46
Oklahoma,1986,40,0.06,0.46
Oklahoma,1987,40,0.06,0.4
Oklahoma,1988,40,0.06,0.34
Oklahoma,1989,40,0.06,0.34
Oklahoma,1990,40,0.06,0.34
Oklahoma,1991,40,0.06,0.34
Oklahoma,1992,40,0.06,0.34
Oklahoma,1993,40,0.06,0.35
Oklahoma,1994,40,0.06,0.35
Oklahoma,1995,40,0.06,0.35
Oklahoma,1996,40,0.06,0.35
Oklahoma,1997,40,0.06,0.35
Oklahoma,1998,40,0.06,0.35
Oklahoma,1999,40,0.06,0.35
Oklahoma,2000,40,0.06,0.35
Oklahoma,2001,40,0.06,0.35
Oklahoma,2002,40,0.06,0.35
Oklahoma,2003,40,0.06,0.35
Oklahoma,2004,40,0.06,0.35
Oklahoma,2005,40,0.06,0.35
Oklahoma,2006,40,0.06,0.35
Oklahoma,2007,40,0.06,0.35
Oklahoma,2008,40,0.06,0.35
Oklahoma,2009,40,0.06,0.35
Oklahoma,2010,40,0.06,0.35
Oregon,1980,41,0.075,0.46
Oregon,1981,41,0.075,0.46
Oregon,1982,41,0.075,0.46
Oregon,1983,41,0.075,0.46
Oregon,1984,41,0.075,0.46
Oregon,1985,41,0.075,0.46
Oregon,1986,41,0.075,0.46
Oregon,1987,41,0.066,0.4
Oregon,1988,41,0.066,0.34
Oregon,1989,41,0.066,0.34
Oregon,1990,41,0.066,0.34
Oregon,1991,41,0.066,0.34
Oregon,1992,41,0.066,0.34
Oregon,1993,41,0.066,0.35
Oregon,1994,41,0.066,0.35
Oregon,1995,41,0.066,0.35
Oregon,1996,41,0.066,0.35
Oregon,1997,41,0.066,0.35
Oregon,1998,41,0.066,0.35
Oregon,1999,41,0.066,0.35
Oregon,2000,41,0.066,0.35
Oregon,2001,41,0.066,0.35
Oregon,2002,41,0.066,0.35
Oregon,2003,41,0.066,0.35
Oregon,2004,41,0.066,0.35
Oregon,2005,41,0.066,0.35
Oregon,2006,41,0.066,0.35
Oregon,2007,41,0.07,0.35
Oregon,2008,41,0.07,0.35
Oregon,2009,41,0.07,0.35
Oregon,2010,41,0.07,0.35
Pennsylvania,1980,42,0.095,0.46
Pennsylvania,1981,42,0.095,0.46
Pennsylvania,1982,42,0.095,0.46
Pennsylvania,1983,42,0.095,0.46
Pennsylvania,1984,42,0.095,0.46
Pennsylvania,1985,42,0.095,0.46
Pennsylvania,1986,42,0.095,0.46
Pennsylvania,1987,42,0.085,0.4
Pennsylvania,1988,42,0.085,0.34
Pennsylvania,1989,42,0.085,0.34
Pennsylvania,1990,42,0.085,0.34
Pennsylvania,1991,42,0.105,0.34
Pennsylvania,1992,42,0.105,0.34
Pennsylvania,1993,42,0.105,0.35
Pennsylvania,1994,42,0.105,0.35
Pennsylvania,1995,42,0.0999,0.35
Pennsylvania,1996,42,0.0999,0.35
Pennsylvania,1997,42,0.0999,0.35
Pennsylvania,1998,42,0.0999,0.35
Pennsylvania,1999,42,0.0999,0.35
Pennsylvania,2000,42,0.0999,0.35
Pennsylvania,2001,42,0.0999,0.35
Pennsylvania,2002,42,0.0999,0.35
Pennsylvania,2003,42,0.0999,0.35
Pennsylvania,2004,42,0.0999,0.35
Pennsylvania,2005,42,0.0999,0.35
Pennsylvania,2006,42,0.0999,0.35
Pennsylvania,2007,42,0.0999,0.35
Pennsylvania,2008,42,0.0999,0.35
Pennsylvania,2009,42,0.0999,0.35
Pennsylvania,2010,42,0.0999,0.35
Rhode Island,1980,44,0.08,0.46
Rhode Island,1981,44,0.09,0.46
Rhode Island,1982,44,0.09,0.46
Rhode Island,1983,44,0.09,0.46
Rhode Island,1984,44,0.09,0.46
Rhode Island,1985,44,0.09,0.46
Rhode Island,1986,44,0.09,0.46
Rhode Island,1987,44,0.09,0.4
Rhode Island,1988,44,0.09,0.34
Rhode Island,1989,44,0.09,0.34
Rhode Island,1990,44,0.09,0.34
Rhode Island,1991,44,0.09,0.34
Rhode Island,1992,44,0.09,0.34
Rhode Island,1993,44,0.09,0.35
Rhode Island,1994,44,0.09,0.35
Rhode Island,1995,44,0.09,0.35
Rhode Island,1996,44,0.09,0.35
Rhode Island,1997,44,0.09,0.35
Rhode Island,1998,44,0.09,0.35
Rhode Island,1999,44,0.09,0.35
Rhode Island,2000,44,0.09,0.35
Rhode Island,2001,44,0.09,0.35
Rhode Island,2002,44,0.09,0.35
Rhode Island,2003,44,0.09,0.35
Rhode Island,2004,44,0.09,0.35
Rhode Island,2005,44,0.09,0.35
Rhode Island,2006,44,0.09,0.35
Rhode Island,2007,44,0.09,0.35
Rhode Island,2008,44,0.09,0.35
Rhode Island,2009,44,0.09,0.35
Rhode Island,2010,44,0.09,0.35
South Carolina,1980,45,0.06,0.46
South Carolina,1981,45,0.06,0.46
South Carolina,1982,45,0.06,0.46
South Carolina,1983,45,0.06,0.46
South Carolina,1984,45,0.06,0.46
South Carolina,1985,45,0.06,0.46
South Carolina,1986,45,0.06,0.46
South Carolina,1987,45,0.06,0.4
South Carolina,1988,45,0.06,0.34
South Carolina,1989,45,0.05,0.34
South Carolina,1990,45,0.05,0.34
South Carolina,1991,45,0.05,0.34
South Carolina,1992,45,0.05,0.34
South Carolina,1993,45,0.05,0.35
South Carolina,1994,45,0.05,0.35
South Carolina,1995,45,0.05,0.35
South Carolina,1996,45,0.05,0.35
South Carolina,1997,45,0.05,0.35
South Carolina,1998,45,0.05,0.35
South Carolina,1999,45,0.05,0.35
South Carolina,2000,45,0.05,0.35
South Carolina,2001,45,0.05,0.35
South Carolina,2002,45,0.05,0.35
South Carolina,2003,45,0.05,0.35
South Carolina,2004,45,0.05,0.35
South Carolina,2005,45,0.05,0.35
South Carolina,2006,45,0.05,0.35
South Carolina,2007,45,0.05,0.35
South Carolina,2008,45,0.05,0.35
South Carolina,2009,45,0.05,0.35
South Carolina,2010,45,0.05,0.35
South Dakota,1980,46,0,0.46
South Dakota,1981,46,0,0.46
South Dakota,1982,46,0,0.46
South Dakota,1983,46,0,0.46
South Dakota,1984,46,0,0.46
South Dakota,1985,46,0,0.46
South Dakota,1986,46,0,0.46
South Dakota,1987,46,0,0.4
South Dakota,1988,46,0,0.34
South Dakota,1989,46,0,0.34
South Dakota,1990,46,0,0.34
South Dakota,1991,46,0,0.34
South Dakota,1992,46,0,0.34
South Dakota,1993,46,0,0.35
South Dakota,1994,46,0,0.35
South Dakota,1995,46,0,0.35
South Dakota,1996,46,0,0.35
South Dakota,1997,46,0,0.35
South Dakota,1998,46,0,0.35
South Dakota,1999,46,0,0.35
South Dakota,2000,46,0,0.35
South Dakota,2001,46,0,0.35
South Dakota,2002,46,0,0.35
South Dakota,2003,46,0,0.35
South Dakota,2004,46,0,0.35
South Dakota,2005,46,0,0.35
South Dakota,2006,46,0,0.35
South Dakota,2007,46,0,0.35
South Dakota,2008,46,0,0.35
South Dakota,2009,46,0,0.35
South Dakota,2010,46,0,0.35
Tennessee,1980,47,0.06,0.46
Tennessee,1981,47,0.06,0.46
Tennessee,1982,47,0.06,0.46
Tennessee,1983,47,0.06,0.46
Tennessee,1984,47,0.06,0.46
Tennessee,1985,47,0.06,0.46
Tennessee,1986,47,0.06,0.46
Tennessee,1987,47,0.06,0.46
Tennessee,1988,47,0.06,0.4
Tennessee,1989,47,0.06,0.34
Tennessee,1990,47,0.06,0.34
Tennessee,1991,47,0.06,0.34
Tennessee,1992,47,0.06,0.34
Tennessee,1993,47,0.06,0.35
Tennessee,1994,47,0.06,0.35
Tennessee,1995,47,0.06,0.35
Tennessee,1996,47,0.06,0.35
Tennessee,1997,47,0.06,0.35
Tennessee,1998,47,0.06,0.35
Tennessee,1999,47,0.06,0.35
Tennessee,2000,47,0.06,0.35
Tennessee,2001,47,0.06,0.35
Tennessee,2002,47,0.065,0.35
Tennessee,2003,47,0.065,0.35
Tennessee,2004,47,0.065,0.35
Tennessee,2005,47,0.065,0.35
Tennessee,2006,47,0.065,0.35
Tennessee,2007,47,0.06,0.35
Tennessee,2008,47,0.06,0.35
Tennessee,2009,47,0.06,0.35
Tennessee,2010,47,0.06,0.35
Texas,1980,48,0,0.46
Texas,1981,48,0,0.46
Texas,1982,48,0,0.46
Texas,1983,48,0,0.46
Texas,1984,48,0,0.46
Texas,1985,48,0,0.46
Texas,1986,48,0,0.46
Texas,1987,48,0,0.4
Texas,1988,48,0,0.34
Texas,1989,48,0,0.34
Texas,1990,48,0,0.34
Texas,1991,48,0,0.34
Texas,1992,48,0,0.34
Texas,1993,48,0,0.35
Texas,1994,48,0,0.35
Texas,1995,48,0,0.35
Texas,1996,48,0,0.35
Texas,1997,48,0,0.35
Texas,1998,48,0,0.35
Texas,1999,48,0,0.35
Texas,2000,48,0,0.35
Texas,2001,48,0,0.35
Texas,2002,48,0,0.35
Texas,2003,48,0,0.35
Texas,2004,48,0,0.35
Texas,2005,48,0,0.35
Texas,2006,48,0,0.35
Texas,2007,48,0,0.35
Texas,2008,48,0,0.35
Texas,2009,48,0,0.35
Texas,2010,48,0,0.35
Utah,1980,49,0.04,0.46
Utah,1981,49,0.04,0.46
Utah,1982,49,0.04,0.46
Utah,1983,49,0.0465,0.46
Utah,1984,49,0.05,0.46
Utah,1985,49,0.05,0.46
Utah,1986,49,0.05,0.46
Utah,1987,49,0.05,0.4
Utah,1988,49,0.05,0.34
Utah,1989,49,0.05,0.34
Utah,1990,49,0.05,0.34
Utah,1991,49,0.05,0.34
Utah,1992,49,0.05,0.34
Utah,1993,49,0.05,0.35
Utah,1994,49,0.05,0.35
Utah,1995,49,0.05,0.35
Utah,1996,49,0.05,0.35
Utah,1997,49,0.05,0.35
Utah,1998,49,0.05,0.35
Utah,1999,49,0.05,0.35
Utah,2000,49,0.05,0.35
Utah,2001,49,0.05,0.35
Utah,2002,49,0.05,0.35
Utah,2003,49,0.05,0.35
Utah,2004,49,0.05,0.35
Utah,2005,49,0.05,0.35
Utah,2006,49,0.05,0.35
Utah,2007,49,0.05,0.35
Utah,2008,49,0.05,0.35
Utah,2009,49,0.05,0.35
Utah,2010,49,0.05,0.35
Vermont,1980,50,0.075,0.46
Vermont,1981,50,0.075,0.46
Vermont,1982,50,0.075,0.46
Vermont,1983,50,0.075,0.46
Vermont,1984,50,0.09,0.46
Vermont,1985,50,0.09,0.46
Vermont,1986,50,0.09,0.46
Vermont,1987,50,0.09,0.4
Vermont,1988,50,0.0825,0.34
Vermont,1989,50,0.0825,0.34
Vermont,1990,50,0.0825,0.34
Vermont,1991,50,0.0825,0.34
Vermont,1992,50,0.0825,0.34
Vermont,1993,50,0.0825,0.35
Vermont,1994,50,0.0825,0.35
Vermont,1995,50,0.0825,0.35
Vermont,1996,50,0.0825,0.35
Vermont,1997,50,0.0975,0.35
Vermont,1998,50,0.0975,0.35
Vermont,1999,50,0.0975,0.35
Vermont,2000,50,0.0975,0.35
Vermont,2001,50,0.0975,0.35
Vermont,2002,50,0.0975,0.35
Vermont,2003,50,0.0975,0.35
Vermont,2004,50,0.0975,0.35
Vermont,2005,50,0.0975,0.35
Vermont,2006,50,0.089,0.35
Vermont,2007,50,0.085,0.35
Vermont,2008,50,0.085,0.35
Vermont,2009,50,0.085,0.35
Vermont,2010,50,0.085,0.35
Virginia,1980,51,0.06,0.46
Virginia,1981,51,0.06,0.46
Virginia,1982,51,0.06,0.46
Virginia,1983,51,0.06,0.46
Virginia,1984,51,0.06,0.46
Virginia,1985,51,0.06,0.46
Virginia,1986,51,0.06,0.46
Virginia,1987,51,0.06,0.4
Virginia,1988,51,0.06,0.34
Virginia,1989,51,0.06,0.34
Virginia,1990,51,0.06,0.34
Virginia,1991,51,0.06,0.34
Virginia,1992,51,0.06,0.34
Virginia,1993,51,0.06,0.35
Virginia,1994,51,0.06,0.35
Virginia,1995,51,0.06,0.35
Virginia,1996,51,0.06,0.35
Virginia,1997,51,0.06,0.35
Virginia,1998,51,0.06,0.35
Virginia,1999,51,0.06,0.35
Virginia,2000,51,0.06,0.35
Virginia,2001,51,0.06,0.35
Virginia,2002,51,0.06,0.35
Virginia,2003,51,0.06,0.35
Virginia,2004,51,0.06,0.35
Virginia,2005,51,0.06,0.35
Virginia,2006,51,0.06,0.35
Virginia,2007,51,0.06,0.35
Virginia,2008,51,0.06,0.35
Virginia,2009,51,0.06,0.35
Virginia,2010,51,0.06,0.35
Washington,1980,53,0,0.46
Washington,1981,53,0,0.46
Washington,1982,53,0,0.46
Washington,1983,53,0,0.46
Washington,1984,53,0,0.46
Washington,1985,53,0,0.46
Washington,1986,53,0,0.46
Washington,1987,53,0,0.4
Washington,1988,53,0,0.34
Washington,1989,53,0,0.34
Washington,1990,53,0,0.34
Washington,1991,53,0,0.34
Washington,1992,53,0,0.34
Washington,1993,53,0,0.35
Washington,1994,53,0,0.35
Washington,1995,53,0,0.35
Washington,1996,53,0,0.35
Washington,1997,53,0,0.35
Washington,1998,53,0,0.35
Washington,1999,53,0,0.35
Washington,2000,53,0,0.35
Washington,2001,53,0,0.35
Washington,2002,53,0,0.35
Washington,2003,53,0,0.35
Washington,2004,53,0,0.35
Washington,2005,53,0,0.35
Washington,2006,53,0,0.35
Washington,2007,53,0,0.35
Washington,2008,53,0,0.35
Washington,2009,53,0,0.35
Washington,2010,53,0,0.35
West Virginia,1980,54,0.06,0.46
West Virginia,1981,54,0.06,0.46
West Virginia,1982,54,0.06,0.46
West Virginia,1983,54,0.07,0.46
West Virginia,1984,54,0.07,0.46
West Virginia,1985,54,0.07,0.46
West Virginia,1986,54,0.07,0.46
West Virginia,1987,54,0.0975,0.4
West Virginia,1988,54,0.0975,0.34
West Virginia,1989,54,0.0952,0.34
West Virginia,1990,54,0.09525,0.34
West Virginia,1991,54,0.09375,0.34
West Virginia,1992,54,0.0915,0.34
West Virginia,1993,54,0.09,0.35
West Virginia,1994,54,0.09,0.35
West Virginia,1995,54,0.09,0.35
West Virginia,1996,54,0.09,0.35
West Virginia,1997,54,0.09,0.35
West Virginia,1998,54,0.09,0.35
West Virginia,1999,54,0.09,0.35
West Virginia,2000,54,0.09,0.35
West Virginia,2001,54,0.09,0.35
West Virginia,2002,54,0.09,0.35
West Virginia,2003,54,0.09,0.35
West Virginia,2004,54,0.09,0.35
West Virginia,2005,54,0.09,0.35
West Virginia,2006,54,0.09,0.35
West Virginia,2007,54,0.0875,0.35
West Virginia,2008,54,0.0875,0.35
West Virginia,2009,54,0.085,0.35
West Virginia,2010,54,0.085,0.35
Wisconsin,1980,55,0.079,0.46
Wisconsin,1981,55,0.079,0.46
Wisconsin,1982,55,0.079,0.46
Wisconsin,1983,55,0.079,0.46
Wisconsin,1984,55,0.079,0.46
Wisconsin,1985,55,0.079,0.46
Wisconsin,1986,55,0.079,0.46
Wisconsin,1987,55,0.079,0.4
Wisconsin,1988,55,0.079,0.34
Wisconsin,1989,55,0.079,0.34
Wisconsin,1990,55,0.079,0.34
Wisconsin,1991,55,0.079,0.34
Wisconsin,1992,55,0.079,0.34
Wisconsin,1993,55,0.079,0.35
Wisconsin,1994,55,0.079,0.35
Wisconsin,1995,55,0.079,0.35
Wisconsin,1996,55,0.079,0.35
Wisconsin,1997,55,0.079,0.35
Wisconsin,1998,55,0.079,0.35
Wisconsin,1999,55,0.079,0.35
Wisconsin,2000,55,0.079,0.35
Wisconsin,2001,55,0.079,0.35
Wisconsin,2002,55,0.079,0.35
Wisconsin,2003,55,0.079,0.35
Wisconsin,2004,55,0.079,0.35
Wisconsin,2005,55,0.079,0.35
Wisconsin,2006,55,0.079,0.35
Wisconsin,2007,55,0.079,0.35
Wisconsin,2008,55,0.079,0.35
Wisconsin,2009,55,0.079,0.35
Wisconsin,2010,55,0.079,0.35
Wyoming,1980,56,0,0.46
Wyoming,1981,56,0,0.46
Wyoming,1982,56,0,0.46
Wyoming,1983,56,0,0.46
Wyoming,1984,56,0,0.46
Wyoming,1985,56,0,0.46
Wyoming,1986,56,0,0.46
Wyoming,1987,56,0,0.4
Wyoming,1988,56,0,0.34
Wyoming,1989,56,0,0.34
Wyoming,1990,56,0,0.34
Wyoming,1991,56,0,0.34
Wyoming,1992,56,0,0.34
Wyoming,1993,56,0,0.35
Wyoming,1994,56,0,0.35
Wyoming,1995,56,0,0.35
Wyoming,1996,56,0,0.35
Wyoming,1997,56,0,0.35
Wyoming,1998,56,0,0.35
Wyoming,1999,56,0,0.35
Wyoming,2000,56,0,0.35
Wyoming,2001,56,0,0.35
Wyoming,2002,56,0,0.35
Wyoming,2003,56,0,0.35
Wyoming,2004,56,0,0.35
Wyoming,2005,56,0,0.35
Wyoming,2006,56,0,0.35
Wyoming,2007,56,0,0.35
Wyoming,2008,56,0,0.35
Wyoming,2009,56,0,0.35
Wyoming,2010,56,0,0.35
